Site No,Region,Site Name,County,Alt,Grid Ref,GPS Grid Ref Start,Date-V1,Date-V2,Date-V3,Date-V4,Date-V5,V1,V2,V3,V4,V5,GPS Grid ref otter,LEAP,Mink present,Easting,Northing
3002,AN,"Daw Hall Farm
River Stour",Essex/Suffolk,21,TL890370,TL90643405,,17/10/1986,27/01/1994,28/01/2000,05/09/2009,X,N,N,P,P,TL89063693,067,P,589000,237000
3003,AN,"Bures
River Stour",Essex Suffolk,21,TL906341,TL90643405,,17/10/1986,28/01/1994,20/02/2000,05/09/2009,X,N,N,O,P,TL90643405,067,N,590600,234100
3004,AN,"Wormiford Bridge
River Stour",Essex/Suffolk,15,TL934334,TL93273323,,16/10/1986,28/01/1994,04/02/2000,11/10/2009,X,N,N,P,P,TL93443350,067,N,593400,233400
3005,AN,"Court Hall
River Stour",Suffolk Essex,12,TL973339,TL97313398,,16/10/1986,07/01/1994,09/02/2000,11/10/2009,X,N,P,N,P,TL97453375,067,P,597300,233900
3006,AN,"Stoke by Nayland
River Box",Suffolk,15,TL997367,TL99673676,,17/10/1986,07/01/1994,09/02/2000,04/09/2009,X,N,P,N,P,TL98733640,067,N,599700,236700
3007,AN,"Boxford
River Box",Suffolk,22,TL962405,TL96244054,,17/10/1986,28/01/1994,28/01/2000,04/09/2009,X,N,N,P,P,TL96244050,067,N,596200,240500
3008,AN,"Upsher Green
River Box",Suffolk,50,TL922439,TL92194382,,18/10/1986,28/01/1994,15/02/2000,04/09/2009,X,N,N,N,P,TL92244374,067,N,592200,243900
3009,AN,"Lavenham
River Brett",Suffolk,50,TL925486,TL92574857,,18/10/1986,29/01/1994,03/02/2000,04/09/2009,X,N,N,N,P,TL92574857,067,P,592500,248600
3010,AN,"Monks Eleigh
River Brett",Suffolk,37,TL957473,TL95714734,,19/10/1986,29/01/1994,15/02/2000,04/09/2009,X,N,N,P,P,TL95464731,067,N,595700,247300
3011,AN,"Semer
River Brett",Suffolk,28,TL999467,TL99924683,,19/10/1986,29/01/1994,15/02/2000,04/09/2009,X,N,N,N,P,TL99924683,067,P,599900,246700
3012,TR,"Belper
River derwent",Derbys,70,SK346500,SK3463849939,,06/11/1986,06/11/1992,24/01/2001,28/08/2009,X,N,N,N,P,SK3463849939,039,N,434600,350000
3013,TR,"Whatstandwell
River derwent",Derbys,70,SK331544,SK3311154376,,06/11/1986,06/11/1992,24/01/2001,02/09/2009,X,N,P,N,N,,039,N,433100,354400
3014,TR,"Cromford
River Derwent",Derbys,70,SK300572,SK3000857181,,06/11/1986,06/11/1992,24/01/2001,02/09/2009,X,N,N,N,N,,039,N,430000,357200
3015,TR,"Darley Bridge
river derwent",Derbys,85,SK277622,SK2760862152,,06/11/1986,06/11/1992,24/01/2001,02/09/2009,X,N,N,N,N,,039,N,427700,362200
3016,TR,"Confluence
Derwent/Wye",Derbys,100,SK260655,SK2569865683,,06/11/1986,06/11/1992,03/01/2001,02/09/2009,X,N,P,N,N,,039,N,426000,365500
3017,TR,"Chatsworth
River Derwent",Derbys,100,SK260685,SK2606168449,,06/11/1986,07/11/1992,04/01/2001,27/08/2009,X,N,N,N,N,,039,N,426000,368500
3018,TR,"Baslow
River Derwent",Derbys,110,SK248729,SK2498372474,,07/11/1986,07/11/1992,04/01/2001,02/09/2009,X,N,N,N,N,,039,N,424800,372900
3019,TR,"Grindleford
River Derwent",Derbys,150,SK245778,SK2447977814,,07/11/1986,07/11/1992,16/01/2001,03/09/2009,X,N,N,N,N,,039,N,424500,377800
3020,TR,"Hathersage
River Derwent",Derbys,140,SK230806,SK2333580608,,07/11/1986,07/11/1992,16/01/2001,03/09/2009,X,N,P,N,N,,039,N,423000,380600
3021,TR,"Yorkshire Bridge
River Derwent",Derbys,150,SK198850,SK1035785131,,07/11/1986,07/11/1992,17/01/2001,03/09/2009,X,N,P,N,N,,039,N,419800,385000
3022,TR,"Ladybower Reservoir outlet
River Derwent",Derbys,150,SK173896,SK1723389562,,23/11/1986,08/11/1992,17/01/2001,10/09/2009,X,N,N,N,N,,039,N,417300,389600
3023,TR,"Derwent Reservoir
River Derwent/Abbey Brook",South Yorks Derbys,275,SK173921,No access,,23/11/1986,08/11/1992,18/01/2001,,X,N,N,N,O,,039,O,417300,392100
3024,TR,"Slippery Stones
River Derwent",South Yorks Derbys,275,SK170950,SK1692895124,,23/11/1986,08/11/1992,18/01/2001,10/09/2009,X,N,N,N,N,,039,N,417000,395000
3025,TR,"Derwent Reservoir
River Westend",Derbys,250,SK155928,SK1548592794,,23/11/1986,08/11/1992,18/01/2001,10/09/2009,X,N,N,N,N,,039,N,415500,392800
3026,TR,"Ladybower Reservoir
River Ashop",Derbys,150,SK164878,No access,,23/11/1986,08/11/1992,17/01/2001,,X,N,N,N,O,,039,O,416400,387800
3027,TR,"Snake Inn
River Ashop",Derbys,280,SK115902,SK1143890169,,23/11/1986,09/11/1992,22/11/2000,10/09/2009,X,N,N,N,N,,039,N,411500,390200
3028,TR,"Hope
River Noe",Derbys,160,SK176834,SK1755183332,,07/11/1986,09/11/1992,16/01/2001,03/09/2009,X,N,N,N,N,,039,N,417600,383400
3029,TR,"Edale
River Noe",Derbys,220,SK138885,SK1380685554,,07/11/1986,09/11/1992,22/11/2000,03/09/2009,X,N,N,N,N,,039,N,413800,388500
3030,TR,"Upper Booth
River Noe",Derbys,280,SK103853,SK1035785131,,07/11/1986,09/11/1992,22/11/2000,03/09/2009,X,N,N,N,N,,039,N,410300,385300
3031,TR,"Haddon Park
River Wye",Derbys,120,SK227677,SK2265067580,,08/11/1986,10/11/1992,03/01/2001,08/09/2009,X,N,P,N,N,,039,N,422700,367700
3032,TR,"Bakewell
River Wye",Derbys,140,SK204695,not taken,,08/11/1986,10/11/1992,03/01/2001,27/08/2009,X,N,N,N,P,SK2054565909,039,N,420400,369500
3033,TR,"Great Shacklow Wood
River Wye",Derbys,150,SK179698,SK1789269790,,08/11/1986,10/11/1992,04/01/2001,27/08/2009,X,N,N,N,N,,039,N,417900,369800
3034,TR,"Millers Dale
River Wye",Derbys,240,SK140743,SK1374473147,,08/11/1986,10/11/1992,04/01/2001,27/08/2009,X,N,N,N,N,,039,N,414000,374300
3035,TR,"Buxton
River Wye",Derbys,250,SK093724,SK0933572523,,08/11/1986,10/11/1992,04/01/2001,27/08/2009,X,N,N,N,N,,039,N,409300,372400
3036,TR,"Hollinsclough
River Dove",Derbys Staffs,290,SK061670,SK0629466866,,09/11/1986,10/11/1992,09/01/2001,20/08/2009,X,N,N,N,N,,036,P,406100,367000
3037,TR,"Crowdecote
River Dove",Derbys Staffs,260,SK101651,SK1263861890,,09/11/1986,13/11/1992,09/01/2001,20/08/2009,X,N,N,N,N,,036,P,410100,365100
3038,TR,"Longnor
River Manifold",Staffs,245,SK088646,SK0863064788,,09/11/1986,13/11/1992,03/11/2000,22/09/2009,X,N,N,N,N,,036,N,408800,364600
3039,TR,"Brund
River Manifold",Staffs,230,SK100613,SK0995061323,,09/11/1986,13/11/1992,01/11/2000,08/09/2009,X,N,N,N,N,,036,N,410000,361300
3040,TR,"Ecton
River Manifold",Staffs,270,SK095585,SK0948458439,,09/11/1986,13/11/1992,01/11/2000,22/09/2009,X,N,N,N,P,SK0960258608,036,N,409500,358500
3041,TR,"Weags Bridge
River Manifold",Staffs,170,SK100542,SK1001154162,,09/11/1986,13/11/1992,01/11/2000,22/09/2009,X,N,N,N,N,,036,N,410000,354200
3042,TR,"Ilam
River Dove/Manifold",Derbys,130,SK146505,SK1459250479,,09/11/1986,14/01/1992,09/01/2001,21/08/2009,X,N,P,N,P,SK1445650389,036,N,414600,350500
3043,TR,"Dove Holes
River Dove",Derbys,140,SK142538,SK1408254390,,09/11/1986,14/01/1992,09/01/2001,21/08/2009,X,N,N,N,P,SK1403654152,036,N,414200,353800
3044,TR,"Wolfscote
River Dove",Staffs Derbys,190,SK131584,SK1282458632,,10/11/1986,14/11/1992,01/11/2000,21/08/2009,X,N,N,N,N,,036,N,413100,358400
3045,TR,"Sprink
River Dove",Staffs Derbys,240,SK126618,SK1263861890,,10/11/1986,14/11/1992,01/11/2000,20/08/2009,X,N,N,N,N,,036,N,412600,361800
3046,TR,"Youlgrave
River bradford",Derbys,180,SK208640,SK2088463990,,10/11/1986,14/11/1992,09/01/2001,21/08/2009,X,N,N,N,N,,039,N,420800,364000
3047,TR,"Haddonfields
River Lathkill",Derbys,180,SK212657,SK2117865612,,10/11/1986,15/11/1992,03/01/2001,21/08/2009,X,N,N,N,N,,039,N,421200,365700
3048,TR,"Lathkill Dale
River Lathkill",Derbys,200,SK175655,SK1745065508,,10/11/1986,15/11/1992,04/01/2001,08/09/2009,X,N,N,N,N,,039,N,417500,365500
3049,TR,"Hartshay Mill
River Amber",Derbys,75,SK377523,SK3782352345,,16/11/1986,15/11/1992,11/01/2001,28/08/2009,X,N,N,N,P,SK3779552254,039,N,437700,352300
3050,TR,"South Wingfield
River Amber",Derbys,80,SK383557,SK3826455740,,16/11/1986,15/11/1992,11/01/2001,28/08/2009,X,N,N,N,N,,039,N,438300,355700
3051,TR,"Ogston Reservoir
River Amber",Derbys,135,SK372596,SK3730159332,,16/11/1986,14/11/1992,11/01/2001,28/08/2009,X,N,N,N,N,,039,N,437200,359600
3052,TR,"Woodley Moor
River Amber",Derbys,135,SK367610,SK3696460812,,16/11/1986,16/11/1992,11/01/2001,28/08/2009,X,N,N,N,N,,039,N,436700,361000
3053,TR,"Waterhouses
River Hamps",Staffs,200,SK095513,SK0936451613,,19/11/1986,16/11/1992,03/11/2000,22/09/2009,X,N,N,N,N,,036,N,409500,351300
3054,TR,River Hamps,Staffs,230,SK064519,SK0637851905,,19/11/1986,16/11/1992,03/11/2000,20/08/2009,X,N,N,N,N,,036,N,406400,351900
3055,TR,"Onecote
River Hamps",Staffs,275,SK051553,SK0503955215,,19/11/1986,16/11/1992,03/11/2000,20/08/2009,X,N,N,N,N,,036,N,405100,355300
3056,NW,"Erwood Reservoir
River Goyt",Derbys,300,SK012745,SK0128074804,,19/11/1986,16/11/1992,22/02/2001,09/09/2009,X,N,N,N,N,,014,N,401200,374500
3057,NW,"Taxal
River Goyt",Derbys,250,SK007798,SK0076779833,,19/11/1986,17/11/1992,22/02/2001,09/09/2009,X,N,N,N,N,,014,N,400700,379800
3058,NW,"Whaley Bridge
River Goyt",Derbys,150,SK015822,SK0144982291,,20/11/1986,17/11/1992,22/02/2001,09/09/2009,X,N,N,N,P,SK0142582212,014,P,401500,382200
3059,NW,"New Mills
River Goyt",Derbys,150,SK002849,SK0012585200,,20/11/1986,17/11/1992,22/02/2001,09/09/2009,X,N,N,N,N,,014,N,400200,384900
3060,NW,"Wooley Bridge
River Etherow",Gtr Mchester,150,SK010954,SK0099395264,,20/11/1986,17/11/1992,21/02/2001,11/09/2009,X,N,N,N,N,,014,P,401000,395400
3061,NW,"Bottom Reservoir
River Etherow",Derbys,150,SK032974,SK0316797267,,20/11/1986,17/11/1992,21/02/2001,11/09/2009,X,N,N,N,N,,014,N,403200,397400
3062,NW,"Torside Reservoir
River Etherow",Derbys,200,SK055985,SK0557498443,,20/11/1986,22/11/1992,21/02/2001,11/09/2009,X,N,N,N,N,,014,N,405500,398500
3063,NW,"Woodhead Reservoir
River Etherow",Derbys,200,SK080995,SK0792299366,,20/11/1986,22/11/1992,21/02/2001,11/09/2009,X,N,N,N,N,,014,N,408000,399500
3064,NW,"Ironbower Moss
River Etherow",Derbys,250,SK117997,SK1140999837,,20/11/1986,22/11/1993,21/02/2001,10/09/2009,X,N,N,N,N,,014,N,411700,399700
3065,YO,"Stocksbridge
Underbank Reservoir",South Yorks,180,SK254994,SK2531199418,,12/11/1986,22/11/1992,20/11/2000,18/09/2009,X,N,N,N,N,,025,N,425400,399400
3066,YO,"Wortley
River Don",South Yorks,150,SK295999,SK29339998,,12/11/1986,22/11/1992,22/11/2000,18/09/2009,X,N,N,N,N,,025,N,429500,399900
3067,YO,River Don/Ewden Beck Confluence,South Yorks,110,SK299955,SK2968495516,,12/11/1986,23/11/1992,20/11/2000,18/09/2009,X,N,N,N,P,SK2968495516,025,N,429900,395500
3068,YO,"Broomhead Resevoir
Ewden Beck",South Yorks,180,SK255963,SK2545396285,,12/11/1986,23/11/1992,23/11/2000,18/09/2009,X,N,N,N,N,,025,N,425500,396300
3069,YO,"River Don
Sheffield",South Yorks,60,SK331906,SK3313490690,,12/11/1986,23/11/1992,20/11/2000,17/09/2009,X,O,N,N,N,,025,N,433100,390600
3070,YO,"Sheffield
River Loxley",South Yorks,100,SK310895,SK3098189405,,13/11/1986,23/11/1992,21/11/2000,17/09/2009,X,N,N,N,P,SK3061689378,025,N,431000,389500
3071,YO,Damflask Reservoir,South Yorks,130,SK276905,SK2761990526,,13/11/1986,23/11/1992,21/11/2000,17/09/2009,X,N,N,N,N,,025,N,427600,390500
3072,YO,Agden Reservoir,South Yorks,200,SK257927,SK2585492254,,13/11/1986,24/11/1992,21/11/2000,18/09/2009,X,N,N,N,N,,025,N,425700,392700
3073,YO,Daledyke Reservoir,South Yorks,200,SK233903,SK2333390548,,13/11/1986,24/11/1992,21/11/2000,18/09/2009,X,N,N,N,N,,025,N,423300,390300
3074,YO,"Rivelin Mill
River Rivelin",South Yorks,280,SK290872,SK2915787259,,13/11/1986,24/11/1992,21/11/2000,17/09/2009,X,N,N,N,N,,025,N,429000,387200
3075,YO,"Swinton
River Don",South Yorks,20,SK468975,SK4682097496,,14/11/1986,24/11/1992,23/10/2000,16/09/2009,X,N,N,N,P,SK4666597400,025,P,446800,397500
3076,YO,"Brinsworth
River Rother",South Yorks,30,SK425905,SK4242990473,,14/11/1986,24/11/1992,23/10/2000,16/09/2009,X,N,N,N,P,SK4242990473,025,P,442500,390500
3077,YO,"Woodhouse Mill
River Rother",South Yorks,30,SK433857,SK4324285687,,14/11/1986,25/11/1992,24/10/2000,16/09/2009,X,N,N,N,N,,025,P,443300,385700
3078,YO,"Norwood Lakes
River Rother",South Yorks,40,SK455820,SK4544482768,,14/11/1986,25/11/1992,24/10/2000,16/09/2009,X,N,N,N,N,,025,P,445500,382000
3079,YO,"Staveley
River Rother",Derbys,45,SK437767,SK4372376735,,14/11/1986,25/11/1992,24/10/2000,16/09/2009,X,N,N,N,N,,025,P,443700,376700
3080,YO,"Chesterfield
River rother",Derbys,50,SK392740,SK3921873982,,15/11/1986,25/11/1992,24/10/2000,17/09/2009,X,N,N,N,N,,025,N,439200,374000
3081,YO,"Birdholme Farm
River Rother",Derbys,100,SK387685,SK3871568488,,15/11/1986,25/11/1992,25/10/2000,17/09/2009,X,N,N,N,N,,025,N,438700,368500
3082,YO,"Brookside
River Hipper",Derbys,110,SK354701,SK3543170065,,15/11/1986,25/11/1992,25/10/2000,17/09/2009,X,N,N,N,N,,025,N,435400,370100
3083,NO,"Brawith
River Leven",North Yorks,60,NZ505070,NZ5047606998,,10/12/1986,26/12/1993,27/01/2001,01/10/2009,X,N,P,P,P,NZ5034106991,019,P,450500,507000
3084,NO,"Stokesley
River Leven",North Yorks,60,NZ538092,NZ5391209115,,10/12/1986,26/12/1993,27/01/2001,01/10/2009,X,N,N,P,P,NZ5391209115,019,N,453800,509200
3085,NO,"Broughton Bridge
Broughton Bridge beck",North Yorks,70,NZ540080,NZ5395707985,,10/12/1986,26/12/1993,27/01/2001,01/10/2009,X,N,N,P,P,NZ5392907961,019,N,454000,508000
3086,NO,"Ingleby Greenhow
Ingleby Beck",North Yorks,125,NZ579065,NZ5879806469,,10/12/1986,26/12/1993,27/01/2001,01/10/2009,X,N,N,P,P,NZ5392907961,019,N,457900,506500
3087,NO,"Otter Hills
River Leven",North Yorks,110,NZ583089,NZ5829108866,,10/12/1986,26/12/1993,27/01/2001,01/10/2009,X,N,N,P,P,NZ5827608859,019,N,458300,508900
3088,YO,"Marske Mill 
Skelton Beck",Cleveland,15,NZ661202,No GPS,,18/12/1986,30/12/1993,28/01/2001,30/09/2009,X,N,N,P,P,No GPS,023,N,466100,520200
3089,YO,"Loftus
Kilton Beck",Cleveland,20,NZ709185,NZ7101218473,,18/12/1986,30/12/1993,17/02/2001,30/09/2009,X,N,N,N,P,NZ7101218473,023,N,470900,518500
3090,YO,Scaling Dam,Cleveland,180,NZ741120,NZ7409212017,,18/12/1986,30/12/1993,28/01/2001,30/09/2009,X,N,N,P,P,NZ7409811901,023,N,474100,512000
3091,YO,Scaling Dam,North Yorks,180,NZ754129,NZ7544212906,,18/12/1986,30/12/1993,28/01/2001,30/09/2009,X,N,N,P,N,,023,N,475400,512900
3092,YO,"Dalehouse
Roxby Beck",North Yorks,35,NZ770180,NZ7715017985,,18/12/1986,30/12/1993,28/01/2001,30/09/2009,X,N,N,P,P,NZ7712117959,023,N,477000,518000
3093,YO,"Dalehouse
Easington Beck",North Yorks,20,NZ777181,NZ7767918063,,18/12/1986,30/12/1993,28/01/2001,30/09/2009,X,N,N,P,P,NZ7768717970,023,N,477700,518100
3094,YO,"Barnby
Mickleby Beck",North Yorks,110,NZ817119,NZ8174411911,,19/12/1986,30/12/1993,10/01/2001,30/09/2009,X,N,N,N,N,,023,N,481700,511900
3095,YO,"Mulgrave
Mickelby Beck",North Yorks,20,NZ857126,NZ8606612862,,19/12/1986,30/12/1993,12/12/2000,30/09/2009,X,N,N,N,N,,023,N,485700,512600
3096,YO,"Ruswarp
River Esk",North Yorks,10,NZ885087,NZ8824108712,,19/12/1986,29/12/1993,12/12/2000,30/09/2009,X,N,N,P,P,NZ8828808730,023,N,488500,508700
3097,YO,Rigg Mill Beck,North Yorks,15,NZ897092,NZ8949909238,,19/12/1986,29/12/1993,12/12/2000,30/09/2009,X,N,N,P,P,NZ8951009172,023,N,489700,509200
3098,YO,"Iburndale
Little Beck",North Yorks,30,NZ872072,NZ8723307149,,19/12/1986,29/12/1993,12/12/2000,29/09/2009,X,N,N,P,P,NZ8721607080,023,N,487200,507200
3099,YO,"Little Beck Wood
Little Beck",North Yorks,50,NZ880050,NZ8792004922,,19/12/1986,29/12/1993,12/12/2000,29/09/2009,X,N,N,N,P,NZ8792004922,023,N,488000,505000
3100,YO,"Sleights
River Esk",North Yorks,20,NZ855070,NZ8554107030,,20/12/1986,29/12/1993,10/01/2001,29/09/2009,X,P,P,P,P,NZ8551106865,023,N,485500,507000
3101,YO,"Grosmont
River Esk",North Yorks,20,NZ825055,NZ8243105440,,20/12/1986,29/12/1993,09/01/2001,29/09/2009,X,N,P,P,P,NZ8260205510,023,N,482500,505500
3102,YO,"Glaisdale
River Esk",North Yorks,25,NZ784055,NZ7843305495,,20/12/1986,29/12/1993,10/01/2001,29/09/2009,X,N,P,P,P,NZ7843305495,023,P,478400,505500
3103,YO,"Glaisdale
Glaisdale Beck",North Yorks,130,NZ764042,NZ7638404135,,21/12/1986,28/12/1993,11/01/2001,29/09/2009,X,N,N,P,P,NZ7639304136,023,N,476400,504200
3104,YO,"Thomason Foss
Eller Beck",North Yorks,150,NZ827023,NZ8281402178,,21/12/1986,28/12/1993,09/01/2001,29/09/2009,X,N,N,P,P,NZ8275102195,023,N,482700,502300
3105,YO,"Scarwood
West Beck",North Yorks,100,NZ815003,NZ8149200294,,21/12/1986,28/12/1993,09/01/2001,29/09/2009,X,N,N,P,N,,023,N,481500,500300
3106,YO,Stonegate Beck,North Yorks,150,NZ783073,NZ7827207174,,21/12/1986,27/12/1993,11/01/2001,29/09/2009,X,N,N,P,P,NZ7832807387,023,N,478300,507300
3107,YO,"Houlsyke
River Esk",North Yorks,20,NZ739074,NZ7394407379,,21/12/1986,27/12/1993,10/01/2001,29/09/2009,X,N,N,P,P,NZ7404007306,023,P,473900,507400
3108,YO,Great Fryup Beck,North Yorks,140,NZ730046,NZ7294904692,,21/12/1986,27/12/1993,11/01/2001,29/09/2009,X,N,N,N,P,NZ7282904613,023,N,473000,504600
3109,YO,"Danby 
River Esk",North Yorks,120,NZ696084,NZ6964908302,,28/12/1986,27/12/1993,11/01/2001,29/09/2009,X,N,N,P,P,NZ6962308316,023,N,469600,508400
3110,YO,"Foul Green
Sleddale Beck",North Yorks,150,NZ664100,NZ6633010004,,28/12/1986,27/12/1993,12/01/2001,30/09/2009,X,N,N,P,P,NZ6628809994,023,N,466400,510000
3111,YO,"Sloethorn Park Ford
Baysdale Beck
Baysdale Beck",North Yorks,170,NZ653075,NZ6527107413,,28/12/1986,27/12/1993,12/01/2001,30/09/2009,X,N,N,P,P,NZ6505507434,023,N,465300,507500
3112,YO,"Westerdale
River Esk",North Yorks,140,NZ675071,NZ6749207082,,28/12/1986,27/12/1993,11/01/2001,01/10/2009,X,N,N,P,P,NZ6742707171,023,P,467500,507100
3182,TR,"Ford Houses
Staffs and Worcs Canal",Staffs,107,SJ908035,SJ90810355,,,,08/02/2001,10/12/2009,O,O,O,N,P,SJ90810355,034,N,390800,303500
3183,TR,"Wednesfield
Wyrley and Essington Canal",West Mids,152,SJ948006,SJ94820071,,,,08/02/2001,10/12/2009,O,O,O,N,N,,035,N,394800,300600
3184,TR,"Bloxwich
Wyrley and Essington Canal",Staffs,152,SJ987033,SJ98790358,,,,08/02/2001,10/12/2009,O,O,O,N,N,,034,N,398700,303300
3185,TR,"Stoke on Trent
River Trent",Staffs,100,SJ881451,SJ88104504,,,,01/02/2001,07/12/2009,O,O,O,N,N,,034,N,388100,345100
3186,TR,"Hanley
Trent and Mersey Canal",Staffs,110,SJ869473,SJ86944729,,,,01/02/2001,07/12/2009,O,O,O,N,N,,034,N,386900,347300
3187,SE,Aqualate Mere,Staffs,72,SJ764209,SJ74632097,,,,18/10/2000,13/12/2009,O,O,O,P,P,SJ76432097,028,N,376400,320900
3188,SE,"Norton Mere
River Worfe",Salop,80,SJ794083,SJ79560836,,,,14/08/2000,27/11/2009,O,O,O,N,N,,028,N,379400,308300
3189,YO,"Scalby
Sea Cut",North Yorks,50,TA010900,TA0101989995,,,,13/06/2000,04/08/2009,X,X,X,P,P,TA0074589782,020,N,501000,490000
3190,YO,"Burniston
Linhead Beck",North Yorks,50,TA004937,TA0033593698,,,,13/06/2000,04/08/2009,X,X,X,N,P,TA0033593698,020,N,500400,493700
3191,YO,"Carr House Farm
River Hertford",North Yorks,0,TA020808,TA0200480841,,,,13/06/2000,04/08/2009,X,X,X,N,P,TA0200480841,020,N,502000,480800
3192,YO,"Flotmanby Carrs
River Hertford",North Yorks,30,TA082805,TA0820880427,,,,13/06/2000,04/08/2009,X,X,X,N,P,TA0820880427,020,N,508200,480500
3193,YO,"Bridlington A165
Gypsey Race",North Yorks,20,TA166676,TA1659567545,,,,08/06/2000,04/08/2009,X,X,X,N,N,,024,N,516600,467600
3194,YO,"Rudston
Gypsey Race",East Yorks,30,TA096675,TA0965667411,,,,13/06/2000,04/08/2009,X,X,X,N,N,,024,N,509600,467500
3195,YO,"Barmston Sands
Barmston Main Drain",East Yorks,10,TA172586,TA1714158620,,,,08/06/2000,05/08/2009,X,X,X,N,P,TA1659858591,024,N,517200,458600
3196,YO,"Skipsea
Stream Dyke",East Yorks,10,TA164548,TA1645954794,,,,08/06/2000,05/08/2009,X,X,X,N,P,TA1645954794,024,N,516400,454800
3197,YO,"Little Atwick
Stream Dyke",East Yorks,10,TA180505,TA1801550470,,,,08/06/2000,05/08/2009,X,X,X,N,N,,024,N,518000,450500
3198,YO,"Struncheon Hill Farm
River Hull",East Yorks,10,TA078511,TA0790551039,,,,01/06/2000,05/08/2009,X,X,X,N,P,TA0786551138,024,N,507800,451100
3199,YO,"Wansford
River Hull",East Yorks,10,TA064560,TA0638856020,,,,01/06/2000,05/08/2009,X,X,X,P,P,TA0638856020,024,N,506400,456000
3200,YO,"Driffield
River Hull",East Yorks,10,TA013574,TA0124657356,,,,01/06/2000,05/08/2009,X,X,X,P,P,TA0124657356,024,N,501300,457400
3201,YO,"Cruckley Farm
Kelk Beck",East Yorks,10,TA093551,TA0923755020,,,,01/06/2000,05/08/2009,X,X,X,P,P,TA0906035612,024,P,509300,455100
3202,YO,"Lowthorpe
Kelk Beck",East Yorks,10,TA087604,TA0879960309,,,,08/06/2000,04/08/2009,X,X,X,N,N,,024,N,508700,460400
3203,NW,"Nethertown
Un-named Beck",Cumbria,12,NX994071,NX9945907082,,,,24/07/2000,04/08/2009,X,X,X,N,P,NX9946107087,006,N,299400,507100
3204,NW,"St Bees
Pow Beck",Cumbria,5,NX969119,NX9690111877,,,,24/07/2000,04/08/2009,X,X,X,N,P,NX9707912096,006,N,296900,511900
3205,NW,"High Low Hall
Pow Beck",Cumbria,40,NX991153,NX9909115312,,,,24/07/2000,04/08/2009,X,X,X,N,P,NX9903215229,006,N,299100,515300
3206,NW,"Parton
Un-named Beck",Cumbria,5,NX982213,NX9819321197,,,,24/07/2000,04/08/2009,X,X,X,N,P,NX9824621205,006,N,298200,521300
3207,NW,"Workington
River Derwent",Cumbria,5,NX999294,NX9997529481,,,,24/07/2000,04/08/2009,X,X,X,N,N,,006,N,299900,529400
3208,WE,"A369
Sandy Rhyne",Avon,7,ST479754,ST47935 75381,,,,30/08/2000,03/01/2010,X,X,X,N,N,,108,N,347900,175400
3209,WE,"Weston-in-Gordano
Walton Brook",Avon,6,ST449739,ST44881 73945,,,,30/08/2000,03/01/2010,X,X,X,N,N,,108,N,344900,173900
3210,WE,"West End
Blind Yeo",Avon,6,ST393703,ST39227 70238,,,,31/08/2000,03/01/2010,X,X,X,N,N,,108,N,339300,170300
3211,WE,River Kenn,Avon,6,ST426697,ST42672 69689,,,,30/08/2000,03/01/2010,X,X,X,N,P,ST42921 69692,108,N,342600,169700
3212,WE,"Wraxhall House
Land Yeo",Avon,20,ST483716,ST48313 71555,,,,30/08/2000,03/01/2010,X,X,X,P,N,,108,N,348300,171600
3213,WE,"Yeo Bank Farm
River Yeo",Avon,6,ST382658,ST38146 65840,,,,31/08/2000,04/01/2010,X,X,X,N,P,ST38169 65835,108,N,338200,165800
3214,WE,"Pilhay Farm
River Yeo",Avon,9,ST417648,ST41663 64786,,,,31/08/2000,04/01/2010,X,X,X,P,P,ST41209 65085,108,P,341700,164800
3215,WE,"Iwood
Congesbury Yeo",Avon,8,ST453631,ST45305 63052,,,,04/09/2000,03/01/2010,X,X,X,P,P,ST45332 63055,108,N,345300,163100
3216,WE,"Aldwick Court Farm
Congesbury Yeo",Avon,24,ST487608,ST48519 60250,,,,06/09/2000,03/01/2010,X,X,X,P,P,ST48520 60256,108,N,348700,160800
3217,WE,"Puxton
Oldbridge River",Avon,5,ST416636,ST41584 63606,,,,31/08/2000,04/01/2010,X,X,X,N,P,ST41591 63587,108,N,341600,163600
3218,WE,"Ebdon
River Banwell",Avon,7,ST363647,ST36332 64813,,,,04/09/2000,04/01/2010,X,X,X,N,P,ST36326 64812,108,N,336300,164700
3219,WE,"Banwell
River Banwell",Avon,5,ST398599,ST39892 59601,,,,04/09/2000,03/01/2010,X,X,X,N,P,ST39887 59572,108,N,339800,159900
3220,WE,River Axe,Avon,6,ST324561,ST32423 55676,,,,11/09/2000,02/01/2010,X,X,X,N,P,ST32239 55647,107,N,332400,156100
3221,WE,"Loxton
River Axe",Somerset,7,ST366554,ST36668 55288,,,,11/09/2000,02/01/2010,X,X,X,N,P,ST36131 55452,107,N,336600,155400
3222,WE,"Lower Weare
River Axe",Somerset,6,ST405536,ST40653 53708,,,,06/09/2000,02/01/2010,X,X,X,N,P,ST40653 53708,107,N,340500,153600
3223,WE,"Clewer
River Axe",Somerset,7,ST442511,ST44195 51091,,,,06/09/2000,02/01/2010,X,X,X,N,P,ST44066 51228,107,N,344200,151100
3224,WE,Applewithy Rhyne,Somerset,6,ST316516,ST31725 5164,,,,11/09/2000,02/01/2010,X,X,X,N,P,ST31728 51603,107,N,331600,151600
